"MB-5541"	"MB-0120"	"MB-4685"	"MB-4708"	"MB-4770"	"MB-4665"	"MB-4627"	"MB-5195"	"MB-4710"	"MB-4735"	"MB-4858"	"MB-4718"	"MB-4672"	"MB-4706"	"MB-4800"	"MB-5495"	"MB-5115"	"MB-5549"	"MB-5281"	"MB-4825"	"MB-5253"	"MB-4729"	"MB-4618"	"MB-4796"	"MB-4886"	"MB-5045"	"MB-4674"	"MB-5074"	"MB-4633"	"MB-5189"	"MB-4911"	"MB-4869"	"MB-4887"	"MB-4862"	"MB-5273"	"MB-5145"	"MB-4704"	"MB-5183"	"MB-5338"	"MB-4670"	"MB-5232"	"MB-4173"	"MB-4655"	"MB-4691"	"MB-5126"	"MB-4667"	"MB-4694"	"MB-4871"	"MB-4797"	"MB-4888"	"MB-4900"	"MB-5011"	"MB-5120"	"MB-4732"	"MB-5341"	"MB-4719"	"MB-4642"	"MB-5233"	"MB-4698"	"MB-5238"	"MB-4993"	"MB-4937"	"MB-5519"	"MB-0466"	"MB-4716"	"MB-4855"	"MB-4671"	"MB-5001"	"MB-5305"	"MB-4867"	"MB-4701"	"MB-4929"	"MB-5315"	"MB-4682"	"MB-5097"	"MB-4599"	"MB-5256"	"MB-4894"	"MB-5013"	"MB-4616"	"MB-5084"	"MB-4661"	"MB-4866"	"MB-4741"	"MB-4644"	"MB-4758"	"MB-4764"	"MB-5201"	"MB-4981"	"MB-4721"	"MB-5041"	"MB-4686"	"MB-5244"	"MB-5004"	"MB-5185"	"MB-5119"	"MB-4977"	"MB-4702"	"MB-4986"	"MB-0180"	"MB-4634"	"MB-4688"	"MB-4003"	"MB-5197"	"MB-4906"	"MB-0166"	"MB-4935"	"MB-0869"	"MB-4999"	"MB-4233"	"MB-4941"	"MB-5017"	"MB-4154"	"MB-4762"	"MB-5116"	"MB-5287"	"MB-4737"	"MB-4641"	"MB-0408"	"MB-4745"
"ILMN_1697499"	11.0291706008699	5.76379421402317	5.28737371074051	11.3764261915175	5.45134550651713	5.52647869589056	5.35953516944916	11.4220034564385	5.39409589239558	10.1898196421509	5.17679671628978	5.22675742014864	4.92918781026125	11.6645756759721	5.69316578571484	10.859873640332	9.74037211136046	11.9457920321736	5.30859207609244	5.45195451618274	11.7632102114553	5.40538161221175	5.48242304668734	5.4244365107246	10.1772212840159	5.5714515559609	5.5442238951159	5.07010877700531	5.60622869416115	5.44125305868131	5.21227598031702	5.47244661905755	5.21300408122847	5.72976973448832	10.483662976114	5.37114175049845	9.98664910778681	5.23859475214089	10.8854751501309	5.50619946586451	11.3035905849363	9.79199728588297	5.48685229955788	5.34662381960358	4.79491176022135	5.31718188202	5.37046310501456	5.06766756295137	10.4048862229592	5.88160793439017	5.08737396144249	4.77912417538902	10.2657760900194	5.53868101908199	5.63936956119774	9.65285922181033	5.24221816588812	5.41330148177932	10.718671017605	5.24789039992785	10.512603167617	5.73560337131302	5.48985939611237	5.43205221560725	5.38397992740251	5.51382923067532	5.5234720915256	5.57274775973088	9.59933345200034	11.9206477232187	10.3503850395465	5.32107383101261	5.46690680947492	5.59302984339673	5.23116963516419	5.67891410872225	10.81618298763	4.98753238212871	5.17350774108198	5.46379377308072	5.46660283632744	5.06886515469978	5.12563091742847	4.88683758022897	4.95205807809188	5.35387586971764	5.4752620712843	5.43312709496502	11.8628611498909	4.89147985119538	5.35474956427368	5.42971761274316	5.20782307477822	4.84707235262051	5.24994934853061	5.04587201453413	11.9142933200656	5.72137424832596	10.0038494310826	5.47951313585273	11.0941882999629	10.7924879590517	5.18828687741694	5.7530814803012	5.4193881868912	10.3037822129349	5.46188875600966	5.55008756440479	9.48653533506898	5.43324903509812	5.02278485177262	5.37424415331753	5.45368291221274	5.029352897654	5.62460902514382	4.9699565201197	5.75883588016043	10.0459827774182	5.45139072686545	10.6475700646941
"ILMN_1757351"	5.47910312584284	5.47025273022949	5.59550035353441	5.42291246927423	5.58182252083854	5.45049412386139	5.10599343402177	5.33264941126773	5.39025316548684	5.18084523833497	7.77614694364821	5.16365110713935	5.27672803295782	5.2244238964375	4.88738354278641	5.55747604512465	4.70650882828964	5.80973141513424	7.57631744642096	5.24208801211083	5.37724877545875	5.84160369868139	5.50155336416591	5.3517641130272	9.93968738781902	6.90466858034611	5.10859467614143	6.3890522738345	5.68099946533453	5.22629384316862	5.873294238675	5.39040053225156	5.18387632217336	5.27469205651398	5.36443506563717	5.51542834355568	5.52193730312247	5.33502635804165	10.4361648416871	5.38712920325176	5.86288197061705	5.5754130458844	5.32417509478153	5.05570540913323	5.03614558579674	5.04991559632777	5.30875661493746	12.8011269543787	5.2525030916545	5.41768691602019	4.79146747185162	5.47404512036185	5.60566645726298	5.10024731163946	5.47084712837974	5.37745627094633	5.06540836859294	6.40075524610948	5.3126408772548	8.15701932213443	5.44733833639927	9.34340443018836	5.22336907712703	5.38467422912716	4.98253265794359	4.98991718174099	6.87346422324182	5.30145890474232	7.90033955864528	7.03319827644653	10.7021255378718	5.31025146366157	8.81025955594142	5.28557164663845	5.53599109181366	5.56416338468701	5.48162603291565	11.1592823693381	5.48806177126462	5.43387189013675	6.5343750464458	5.49179051155557	4.82543193011612	5.43765522309003	5.05645499656375	4.81389647115049	5.5251566601128	4.95279514367051	5.44653287025643	5.04605015103778	5.47052546601277	10.1109846870446	4.93717508760259	5.11170034362048	5.12378604979622	5.19268868136858	5.45401541904566	4.72057823913632	5.11815318140171	5.30704854376048	8.35813449059236	4.92495936291053	9.36638082740527	5.56332286574479	5.41791615441724	5.16091488823837	12.3978462587692	8.6737948665755	5.1963238199556	5.37156878878274	5.42722879825343	5.46699964406917	5.38288791585914	5.01120942511368	5.38216753578265	5.90490067411988	5.7066870331276	5.15128521535554	5.16315565643322	6.83284816082834
"ILMN_1714536"	9.33611431602553	12.9032083155703	8.18683327984982	14.376473981899	7.73844941717287	5.46221853773488	6.09857320623538	13.6387262418901	14.0031091203156	9.9961619195989	14.2500731326208	11.8884763581097	13.2175103439865	6.17223818951376	14.3088264555604	10.6228721954182	6.10423293540065	5.35709695304038	7.4278023063319	11.7946679871854	11.2316994250235	13.2808541977065	11.9046089428408	5.97590080046906	6.21364359837245	11.8915395357222	14.6952131312207	6.15612780888025	12.1454786170382	12.7162375045213	5.3663817405783	5.71846933685321	12.4429821916208	11.6539913396608	7.18258183017489	7.00744140953168	7.61170921874194	5.50644279824909	5.49407434414938	12.6434216029568	9.87833915318152	6.39178999126912	6.01148303777975	7.28089928099214	5.38524300078305	6.31080073931619	6.59531087988946	7.09980412302871	7.85237874903561	5.9450453203128	5.3033702214564	13.6257943038715	9.22129450581309	6.09487898983837	6.43511952677242	7.49653060841669	7.46478599274328	11.8468751983809	12.2820710970728	11.6928194399759	5.5146283144276	6.49057655056918	13.9728297599677	5.86321542591441	6.24176828782549	13.3882857939333	6.05057195731596	7.89044962719943	6.09566455462835	10.6327353945439	8.38644517870846	5.57926192375147	7.37010633215111	6.83858994377931	11.6822809738251	5.60441497753738	9.8490646791824	7.27985474669985	13.1907116083568	12.1592347751688	6.93035918598537	9.55535496588358	9.8135985791377	6.1661879210603	7.92191768241789	9.12512875323612	6.95649625589579	12.4411127711469	11.5765351015952	6.24097020519084	5.47271061304629	8.60158393675942	8.47959358426034	5.39657388456026	10.5947570258541	6.62119709127477	10.1344928154561	9.49171335012198	8.6637002566577	6.18292388261577	6.32289919567455	13.5559000861424	12.2172573316379	12.0507306644214	6.83265914448257	5.37218594571724	8.00584224909728	5.69058464593061	8.21105838835932	8.25800442454613	8.2307333875362	6.0223840943871	10.268773271063	11.6991418943108	7.00848448756838	11.1210916554028	8.9142428301735	12.4712866235052	11.1836097217718	6.9458147501948
"ILMN_2220729"	5.90508918451357	5.97256788323457	5.91562760469136	8.6902762873138	5.88944838271241	6.78547151919128	11.3912387278267	7.83509910943649	5.18911705132571	5.75149180591727	11.5880196146993	5.2522767620168	5.88424786225934	13.0666547464056	5.20472840532436	5.70740592379196	5.71899142489089	5.82937511894533	5.94790603524526	5.85615357171382	10.6415991738922	10.2743311645021	5.80586010481053	5.67964432874472	9.2592896998064	8.37650316832483	12.3634634399163	5.3567946635183	14.0277464517056	5.77947216419111	5.33088957455286	11.7183462625436	5.41048272764954	8.87853777738431	5.81991046380117	5.44605389148995	10.6955455758771	5.71215271959205	8.28342958463389	12.127356931091	5.40084368817393	12.7176326790025	7.57650719685312	5.63895203624334	5.72642186577574	5.37080738343688	5.70438374309895	5.96067224557164	5.59346192000724	5.94378758364554	5.58213557376046	5.34033943311569	5.71697254562194	5.35553978835821	5.87623862924069	5.49319708859367	5.65366942628971	6.82664971401035	11.7540177859418	9.01160629154053	5.46780776672456	5.77335987341711	7.3661767187324	5.300180832448	5.45680613614014	5.52556956042463	6.53319604180181	9.35683206215094	5.60375505776844	5.33207226313677	5.48042298856051	5.4902520249715	5.12493728120147	5.78507181993492	5.26013980985427	5.9371161584997	13.5115353345164	9.40909135165366	10.8963430343159	5.29642254489893	6.64433929963996	5.34674719695151	5.52180402088195	5.48268452505352	9.3954410993158	5.34869312338757	5.79431143678956	12.9172297492806	5.76483544382576	5.65008403646373	6.56148590277516	5.42302148155264	5.22045869523445	5.6137901429782	8.98668970749008	5.5593348250771	11.8156148128195	5.39819760511107	5.16606932662501	5.67175715775818	5.4644233226353	7.43913987121267	7.31547643348985	5.7733304464241	12.0138017264067	5.46502490216721	5.44133253030399	5.01882360231061	5.62513791816521	7.17203650827061	9.89182170732386	5.85607468270565	5.26580743822369	7.92658536575258	5.46388350504562	6.29393963593962	6.13919257193456	12.1910480873054	5.42987053032401	5.87015829617826
"ILMN_1715169"	10.0045799607405	6.19223435016176	7.63929607742435	10.2904746878618	5.85408383413398	5.6728864873873	5.35443489466705	10.596900951167	9.0118390879325	9.03610803999315	5.29360734320535	5.31812340033492	4.97876381116066	10.4448344642832	5.34315695115916	9.74344228667715	8.68764718018783	10.9738987796016	5.49753745660037	5.58068991490754	10.3909008544323	5.71143077656616	9.70711194830295	5.43793286100521	9.22708458306442	5.53968960657005	5.20026760340969	9.65516490263074	5.7601912280273	10.7524116370567	5.2052747251731	10.7641188840774	5.23392681773842	10.3676122053107	9.25886190582211	5.17897978202826	8.47631063898272	4.74336634311792	10.1713304567095	5.61552209451689	10.0468840391803	8.42615003029444	5.81728268197255	5.42007327414792	4.88187013840547	5.56578446561967	5.48215718871977	9.87905810083213	9.36753145080813	11.7320810090233	4.89530809235482	5.351043536625	8.93838758285012	11.3793550684419	5.42039684442933	9.50936884365946	5.19939125264761	5.54482835913497	9.58654123170632	5.76987764526272	9.67677068419919	5.71468004781462	5.6996363001097	5.81547120631969	5.58316602236708	5.75692332308187	5.5584646739288	10.3908077831978	8.56216082125073	10.5283652361438	9.48009766769435	5.3722081248331	5.59167141080502	5.77093471055226	5.29121086013664	8.91236926811832	9.78445286378111	5.22789293026205	5.37214735118701	5.68335750909114	5.5847137508402	5.44840028487634	5.13017440483494	9.10444240943157	5.42636351748044	5.10625571314899	5.41874647423696	5.56017970976436	10.9933798383952	8.71941817936666	5.76835997256485	11.0942309216371	8.3506811700854	5.00906696943906	5.52733307395286	4.7220375792694	10.7477306810102	5.91502510884626	10.0301549678088	5.67228848721866	9.42555944578235	10.028658149288	5.3125509293678	5.57705590200976	5.48507495969938	9.0727673382591	5.8702928061234	10.4791770570249	7.88237662905686	5.47989831519303	5.30712849106124	6.08447158418414	12.0688499450785	8.71152411704601	5.33405253369451	5.2203451083441	5.59759008048976	8.8589696133958	5.9291829805895	9.79948228091703
"ILMN_1685174"	5.89384841603852	5.58050631904742	6.68595060177312	5.2987265173699	5.33854101344483	6.21222176252683	7.21919686979891	5.60817676662942	5.48830034060466	5.95307649727932	6.32653181912823	8.86621374560553	6.05063054785904	5.63752131002935	5.83197523659209	12.4828667668864	5.46368798017241	5.73333492149578	5.50936737672149	10.7714724869679	5.20616311390975	5.70175816012933	12.7074081573125	5.73130540398799	5.76694341286651	5.50733720151485	6.85348154736205	5.88705127467646	11.9273511686493	6.73366774867358	5.4945445172459	5.791343187244	6.3539158401251	5.6117257671637	7.78241907167531	7.30069746914558	6.35471773695255	6.35008220666231	5.69003342089656	5.37159795440235	5.18500280755214	12.4256627773201	5.40120470352316	5.48203125718705	5.66274900212162	5.61338499438001	5.66969877766136	6.01746963401444	10.3244238839783	5.51762278075739	6.50644949876661	10.7604802589763	5.6590246288633	5.54562969808512	11.0574697337905	5.48138403170937	8.07476926313231	5.68573308776883	5.81503638012038	5.62985776062827	5.77582201363513	5.57275300109004	11.0955085779702	6.49557568376938	6.05791858445808	5.43067641294409	11.5795945340449	8.18054073969084	5.64800394014562	5.6966012480964	6.07083662561562	5.93494959863347	5.41139657646117	12.5795283711243	10.9085865322175	5.85853907448287	6.06771223416109	5.63017751490436	8.13731536726706	12.0754897004347	7.47176771689052	7.07480775522383	7.63679172335974	9.97834027234906	7.78460210239035	5.26859176622052	5.55883233809951	6.97173120389234	5.60654957800933	5.76317013650688	8.59471971518019	5.45745852491449	5.21159541731212	5.25414574444256	8.17455862972893	12.9310398320362	5.5408732485883	7.69861817205545	5.91877316979249	6.60037612840902	5.59867712470814	5.44855120110504	5.28945850797624	13.4312286081438	9.58810610586499	12.0704683118889	5.75710656134211	5.59743992407206	13.1244297993577	10.4053265929813	9.86865861234381	8.94699493732541	5.33840829391704	5.61266715006522	5.72069429269354	5.99988254216779	7.47129974589642	6.01230101336752	5.8680239276772	5.8559524013304
"ILMN_1722489"	7.6183892488759	5.87003172960217	6.20952602542087	13.6261841294277	6.36887357309807	6.85161846738186	9.06852560372971	10.1681527545716	7.28026825170268	12.0371203491037	10.2960875700236	9.62093361200687	5.82518274767439	6.46093222513587	6.98456518551408	10.7255180440755	5.4002562774362	5.29665672246316	5.66504419367786	8.01061222482427	10.7333450637987	9.60832844667137	12.1796883377589	12.7124629815261	7.34914168099659	7.40133054486004	13.7572531269844	10.5790507378651	12.6877015086204	7.51890024460356	5.34146427622184	13.2088096655073	10.0540950749129	5.6436083198657	11.5088829265962	5.7815514912096	7.29926474005067	6.05289953111695	12.843827661274	12.4832965600544	4.96933897973306	9.44791379221599	6.1561733650297	8.04114568350033	5.10284985720605	5.31492708755862	5.84248924407235	6.94214652413641	11.4040596239308	5.46165283682601	12.3627211489522	10.8547250523364	5.99981038651946	5.31110909872598	6.73258411373558	12.338868249603	12.4494714785869	9.20081183027046	11.3676133551484	7.14529159877878	6.2456891357602	12.9676780356956	8.28062561750075	10.4944045466127	11.7490820832086	7.57851033511942	8.95602713987432	6.45899561620794	10.8448910972144	9.5876140924093	10.9281258658323	6.26092253094648	5.8286270651121	7.01793618045529	12.4632690562383	9.68013638789238	8.82680018668573	12.4329103299541	13.1895906638858	8.68887833923216	6.78870253219071	9.27672485106432	11.2810032691625	5.75312524255613	6.73508845652366	5.79647352492763	10.095624374608	13.3766427324876	9.86107509388137	11.583412275497	6.32467304197788	12.1681049385814	9.4073794714827	8.16355679829387	9.45244672217282	5.55159875471844	13.9134491056714	8.0415519641774	14.27807525496	11.3534057830723	8.085253791597	7.39379723017442	10.0929402916088	7.92718877898252	8.84602602911955	9.68934137734782	6.12709562462697	5.32140716907422	12.4355018133009	8.14867276260777	10.1313678713633	5.86906967921495	8.07537950448222	8.01030885946187	9.93355982037565	12.2254453840437	7.91608642137644	10.733897460074	10.4662645317936	7.97092974780624
"ILMN_1768469"	12.4721572141241	5.11546192161658	5.28999405770239	12.6524901888153	5.55333920015223	5.25137319861131	5.5571868314838	5.75962972532906	9.16233041869165	8.50061838224138	6.61058160291358	6.57441711645066	5.14952439681901	7.33441778855584	5.68330994582382	12.4508555118178	5.9411963243952	5.53729423491126	6.65884612303784	5.60390244291088	7.40178165131995	7.49361439878855	6.51390855425961	5.21449609988197	8.50273354659301	5.42938771612746	5.64444369888618	5.39210345312207	13.1739632522123	8.66090492799073	5.21329645388805	7.95943053119082	6.47345225958676	5.70953721582454	5.38630383837351	6.14957729005549	6.60814428737927	5.35851839733059	9.41704000529524	5.81486972529425	5.4790892616781	4.96246137646204	5.74946996964959	5.28705937265478	5.50581093330088	5.42722856389287	5.86021988357946	10.5873285474028	5.63933590602797	5.44759726818369	5.47134191471447	7.89888133776325	8.18209482181774	6.41040596336635	5.22831565063649	9.47179013449336	7.21751609017616	5.9117390422558	9.93980824648753	7.88936494636295	6.85094980199826	11.8049248197757	5.10823056019695	5.79706490092853	5.77158727078469	5.44657769812742	5.16541480632684	6.9628109836414	5.55773247586675	8.94004591193337	7.29704197036746	7.54019441904071	8.10063332875184	5.47602444188331	7.79820920857403	5.63047436563129	7.29718602730728	6.03700306141258	8.83594742919163	9.63408211025417	5.93591263310901	8.83595238237134	5.80633749407607	5.34310348354111	6.40060663362807	5.44251962564451	11.0845355076898	5.94778426272875	7.9130209949406	5.85312446003909	5.86582124870973	8.93190981012031	5.25416737817151	10.132907389564	8.38818027937866	5.74898183974214	6.19530073430266	6.15703381158619	7.84681216076727	5.41751310152209	5.92947679396503	5.56276338707676	4.98327471429402	6.82812026928551	7.54874023905987	5.47599209023939	7.60996121329369	5.68117403684774	9.24750981788017	5.14625300409042	5.77141764291989	5.24513493854754	5.81327769816366	6.09385895740023	5.09494337906796	10.0401178051829	5.21555086616195	8.69811688476652	5.9273891628386	9.00045894521792
"ILMN_2162819"	5.91094759410113	5.56937425843401	5.73810163478605	12.7472868656368	8.4583106655258	5.45840315965019	10.3513293713454	5.91955172517468	7.38446995462952	5.68848087956086	5.60622328430979	6.14432097575156	5.86297340772146	5.61485359604963	7.22486061926682	6.24513438330037	5.82358877604156	11.3603209414117	13.4433331445284	6.45411320685495	5.48551425681733	6.43164131402455	5.63364299067814	13.3024148647115	7.80875758630306	5.50355180426416	5.24191223708612	5.6592293977542	6.74797901004743	6.24243333491937	5.95213793413592	8.34678753990288	7.70224754080929	5.75260179207792	5.55981483627268	5.71921709194374	5.55811824396649	5.60340640386062	5.24608348713374	7.04279430446043	5.65315344667636	6.03666578383091	5.46837736732345	5.40006023815315	5.42433621772	8.70159367980597	5.37344887553389	6.97599120421854	6.31359407766439	5.75171931984963	5.49459539156948	8.54163577300945	5.96078811312179	5.37198894060233	5.46063578291615	6.86732919391446	5.3796764110139	11.3811969831429	5.75039096465576	6.37674689073314	13.1594135927912	5.45312390521997	10.5505837582884	5.57226954505368	5.58650389923196	5.20715596437575	6.426892362594	5.24372917806885	5.75106828716025	5.67638627095082	5.26907744444478	5.43551979613886	10.0412422631989	5.59618610169959	6.51132101214885	6.82760873898216	5.71902009427705	5.28116570973372	9.56510827426775	12.0992014060614	5.65164353724581	5.4938381897279	5.5655295631439	5.67914645879174	6.08658194650745	5.25163317393958	5.7513136536072	8.99380127140087	6.13320994353023	6.32066081808513	5.61120837815964	5.3223307098834	5.32497046266481	5.50635933495116	5.95998531097992	8.13909431969649	5.34404978997945	6.2744830765806	5.051924707167	5.54048348108419	10.3865890624802	6.37657258723242	6.46101789377131	5.64154896654459	6.22015240227239	6.3331152894698	8.54923466242815	5.07707402336292	8.97553802702021	5.59691705255253	8.38882281511085	7.29140694346271	5.78647205908926	5.61290987626741	5.3520034331329	5.61189735918272	5.56475947099407	10.2989408197931	5.56200612208029	6.66417203145955
"ILMN_1755897"	7.40819051212428	6.02529595032423	5.60477721582621	12.5842632008367	9.13151206110631	5.45736989424197	10.238549282825	5.99306313578576	7.47566625943459	6.22103786910206	5.61883578732133	6.07993594350392	7.44386791933564	5.41362964818816	7.38139181412729	6.18189139516647	6.01783336552459	11.7752560303011	13.537027008808	6.43500365840193	5.63583487375885	6.51499686321295	5.78330948477289	14.4262393795785	8.12819912143917	5.21343260946254	4.91020916056623	5.54328771228399	6.65166960720915	6.96338920727746	8.20715345621246	8.21137385098412	7.40372729784461	5.56206442721803	6.00631246302044	7.06328835548809	5.31016449340154	5.58264401461425	5.37070383238015	7.11479159078552	5.77929032666169	6.00938135926657	5.46400996422663	5.27646430723551	5.85808373931745	8.7545637304327	5.47550511459719	7.45290966538675	8.01068356341869	7.13731024887836	5.35574779679131	8.65276096466561	6.19230138296525	6.32990415046596	5.42583753436243	6.92931263674256	5.23248410298289	11.7037846070935	5.6904616866673	6.95103893051878	13.6562479798116	5.40117087096218	10.6806910957213	5.42702709012508	6.31446842267504	5.43187568870532	7.36654394902059	5.61822890258091	5.79857853636705	5.86280290372883	5.31610958457241	5.5469943862778	10.5248843799533	5.41939173605287	6.84069181390146	6.83406049447443	6.36817270439803	5.19864551066598	9.46648381894135	12.179494115839	5.56109628071087	5.46517110095619	5.70251572349931	5.63571336282687	6.87774359624743	6.78465196854741	5.42411638399968	8.91692407189805	6.08793657847677	6.36885173932041	5.72465462980925	5.37805143245166	5.30211681923195	5.55950531077406	5.74592669262514	8.3778870793357	5.46418822303077	6.49736782680132	5.24638558125971	5.91813309339468	10.4244393127676	7.35241285151016	6.5310559841017	6.01570382350966	6.39711926961021	6.47674428481464	8.81944245229788	5.12746737129522	8.83181849704349	5.65014808519567	8.35064448103627	7.46023386298829	5.6591533744249	5.73685335656165	5.89749500669023	5.68262161101808	5.6806786347577	10.2081006484016	5.60298011287041	6.78892682925606
